Source,Relation,Target,Weight
granite boulders,OCCURRENCE,/geology/geological_formation,1
water,ACTION,/meteorology/forecast_zone,1
mountain range,LOCATION,/geography/mountain_range,1
snow,OCCURRENCE,/weather/weather_condition,1
bazgo village,LOCATION,/location/citytown,1
indus river,JUNCTION,/geography/river,1
zanskar river,JUNCTION,/geography/river,1
le village,LOCATION,/location/citytown,1
plain,LOCATION,/geography/plain,1
indus,BANK,plain,1
pitak,VILLAGE,none,1
le,TOWN,none,1
indus,ELEVATION,"10,500 feet above the level of the sea",1
pitak,LOCATION,isolated hill,1
le,LOCATION,low hill at the upper corner of a wide open valley,1
indus,SIZE,very much less than it had been below the junction of the river of zanskar,1
le,ELEVATION,at least 1300 feet higher,1
apricot,CULTIVATED,none,1
water,CONVEYED,"cultivated lands in deeply-cut canals or trenches, faced with walls of stone",1
meadows,LOCATED,along the banks of the river,1
chenopodiaceæ,ABUNDANT,none,1
labiatæ,ABUNDANT,none,1
artemisiæ,ABUNDANT,none,1
boragineæ,DRIED UP AND DISAPPEARED,none,1
thalictrum,COMING INTO FLOWER,none,1
silene,COMING INTO FLOWER,none,1
heracleum,COMING INTO FLOWER,none,1
veronica beccabunga,ABUNDANT,none,1
anagallis,ABUNDANT,none,1
limosella,ABUNDANT,none,1
pedicularis,ABUNDANT,none,1
captain strachey,MET,at le,1
road,LIE,valley,1
cicer and statice,EXIST,mountain side,1
astragali,EXIST,lower slopes,1
alpine plants,BELONG_TO,"genera corydalis, elsholtzia, potentilla, and draba",1
i,ENCAMP,"15,700 feet, level piece of ground",1
path,LIE,stream,1
aster and poppy,EXIST,green turf along stream margin,1
primula,EXIST,frozen mud among granite boulders,1
snow,EXIST,top of the ascent,1
crest of pass,BE,narrow ridge of large spheres of granite,1
ridge,CONTINUE,for some distance,1
view,EMBRACE,great extent of snowy mountains and indus valley,1
kardong,LOCATION,"13,500 feet",1
karsar,LOCATION,bank of the shayuk river,1
shayuk river,LOCATION,karsar,1
alluvial boulder clay,OCCURRENCE,valley,1
ravines,JOIN,main valley,1
road,DESCEND,cliffs of clay,1
shayuk valley,LOCATED NEAR,road,1
road,PROCEEDED AMONG,rugged rocky hills,1
river,PARALLEL TO,road,1
platform of modern lacustrine clay and conglomerate,FILLED UP,deep recess in the mountains,1
karsar,LIES IN,deep ravine,1
village-lands,BORDERED BY,large bushes of myricaria elegans,1
stream,ISSUED FROM,mountains,1
banks of the stream,BORDERED BY,large bushes of myricaria elegans,1
lower part of the village-lands,HAD,shady plantations of poplar and willow,1
euphrasia officinalis,GREW MOST LUXURIANTLY,in groves,1
hypecoum,WAS NEW AND INTERESTING,weed of the cultivated fields,1
tertse,HAD DEPOSITS,similar clay,1
kardong valley,BELONGED TO SAME LAKE,nubra lake,1
tanktse valley,EXTENDED UP TO,surface of the nubra lake,1
karsar,MARCHED ON,the valley of the shayuk,1
diskit,IS LOCATED AT,the very foot of the mountains,1
river,SEEMED TO SINK AND SPRING UP AGAIN,among gravel and sand of its bed,1
one of these streams,RAN CLOSE UNDER THE CLIFFS,which rose almost precipitously to a great height,1
the village,LIE ON,"a sloping bank, rising rather steeply out of the plain",1
apricot-trees,GROW AMONG THE HOUSES,some of which were large enough to afford a shade under which a tent could be pitched,1
allium,WAS NEW,in this region,1
cyperus,APPEARED TO BE A DWARF STATE OF A SPECIES COMMON IN THE PLAINS OF INDIA,a tropical grass,1
shayuk river,JOINS THE NUBRA RIVER,from the northward,1
the shayuk,WAS BOTH TEDIOUS AND DIFFICULT TO CROSS,on the 26th of july,1
water,HAVE,great velocity,1
people on foot,HAVE,utmost difficulty,1
loaded men,NEED,support,1
two men,PLACE THEMSELVES,horse's head,1
two more men,GIVE SUPPORT,horse in case of need,1
water,APPEAR,giddiness and impression,1
rider,BE,hurried upwards with extreme velocity,1
river,RUN,wide gravelly plain,1
shayuk valley,BE VISIBLE,large village of hundar,1
nubra valley,REMAIN,necessary preparations,1
river,HAVE ORIGIN,great snowy mountains to the north,1
lad,BE CARRIED AWAY,stream,1
men,HASTEN,assistance,1
quicksands,MAKE IT NECESSARY,proceed by tortuous path,1
guides,PROCEED CAUTIOUSLY,abandon ford,1
lanes,BORDERED BY,high hippophaë hedges,1
hippophaë hedges,FULL OF,clematis and rose-bushes,1
fields,OF,millet (panicum miliaceum),1
soil,PECULIARITY OF SOIL OR POSITION,clayey soil not low enough to be swampy,1
grassy plains,CONNECTED WITH,springs containing carbonate of soda in solution,1
lycium,COMMON,on the more desert and stony tracts,1
eurotia and caroxylon,SHRUBBY SPECIES OF,common,1
thistle,GREW ON BARREN SOIL,particularly where the ground was saline,1
"glaux, a little crucifera, and a polygonum",ABUNDANT PLANTS,on the salt soil,1
"mentha, erodium, epilobium, lepidium, and matthiola","COMMON PLANTS AT LE, BEING NOW IN FULL FLOWER",attracted notice more than at an earlier period,1
valley,LOCATED_IN,mountain range,1
river,ISSUES_FROM,glacier,1
mountain,BOUNDED_BY,valley,1
peak,HAS,snow,1
range,FURROWED_BY,valleys,1
plain,LOCATED_IN,mountain,1
horses,FOUND_DEAD,road,1
ponies,CARRYING,corn,1
summit,ELEVATED_AT,"15,300 feet",1
ridge,LOCATED_ON,mountain,1
the valley,OCCUPIED BY,a mass of loose alluvial conglomerate,1
the stream,DRAINED,the valley upon which i now looked down,1
a small patch of cultivation,INDICATED,a narrow strip of green,1
i,DESCENDED OBLIQUELY INTO,the valley,1
the descent,BEING COVERED WITH,loose gravel or coarse sand,1
"nepeta, scrophularia, cicer, and heracleum",WERE THE COMMONEST SPECIES,plants which i had not recently met with,1
a very fine dust,SEEMED TO BE OWING TO,the under surface of the leaves,1
i,REACHED THE SURFACE OF THE ALLUVIAL PLATFORM OVERHANGING,the stream,1
my encamping ground,"WAS A LEVEL SPOT, CLOSE TO",a lateral torrent,1
the main stream,WAS RUSHING IN A MOST IMPETUOUS MILK-WHITE TORRENT OVER,immense boulders,1
i,CROSSED IT MYSELF BY LEAPING FROM,boulder to boulder,1
the road,LAY UP THE VALLEY PARALLEL TO,the river,1
a former glacier,TRANSPORTED,"granite boulders of all sizes, from one to ten feet in diameter",1
road,LAY,along its left bank,1
road,ASCEND,now and then a little way on steep sloping banks,1
road,ENTIRELY COMPOSED OF,transported materials,1
i,ENCAMPED,"on a level, somewhat grassy spot of ground",1
course travelled,HAVE BEEN,north-north-east,1
glacier,FILLING UP,the continuation of the valley,1
glacier,COVERED,with stones and earth,1
mountains,WERE VERY LOFTY,their tops covered with snow,1
rock,WAS EVERYWHERE THE PREVAILING,granite,1
plant,BELONGING TO,the order of compositæ,1
gentian,WAS ONE OF THE VERY FEW ALPINE PLANTS WHICH I SAW DURING THE DAY,itself,1
nettle,"SEEMEDLY, LIKE OTHERS OF THE GENUS, ATTRACTED BY",the nitrogenous nature of the soil,1
lateral glaciers,CONTRIBUTED TO INCREASE SIZE,glacier,1
road,RAN ALONG,valley,1
mountains,HAD MUCH SNOW ON THEIR SUMMITS,snow,1
ravines,HAD SMALL SNOW-BED OR INCIPIENT GLACIER,glacier,1
moraines,PROJECTED TO THE VALLEY'S CENTRE,piles of angular fragments of rocks,1
main valley,WAS COVERED WITH BOULDERS,boulders,1
sassar pass,HAD A STEEP-SIDED MORAINE,moraine,1
stream,WAS FREQUENTLY GRASSY AND HAD MARSHY GROUND,marshy ground,1
alpine nettle,OCCUR_ON,road,1
shepherds,FREQUENT,halting-places,1
small plain,BORDER,moraine,1
streamlet,ORIGIN,glacier,1
moraine,PREVENTED,seeing the road,1
glacier,ORIGIN,ravine,1
great body of ice,FORM,glacier,1
portion of ice,FORM,cliff,1
lake,LOCATED,northern range of mountains,1
boulders,OCCUPY,interval between lake and mountains,1
icy slope,DESCEND,hollow,1
glacier,EXTEND,northern margin of lake,1
second glacier,COME FROM,north,1
third glacier,COVER,eastern depression,1
pass,CREST,glacier,1
saussurea,GROW,crevices among boulders,1
glacier,DESCENT,valley,1
river,RUN,shayuk,1
mountains,RISE,opposite side of the valley,1
sassar,LOCATION,plain,1
glacier,STOP,valley,1
mountain,RISE,opposite side of the valley,1
shayuk river,COURSE,upward,1
glacier,DESCEND,river,1
precipice,RISE,opposite side of the valley,1
mountain-sides,HAVE SNOW,all day,1
baggage,TAKE,sassar,1
roads,BE,bad,1
vegetation,COVER,hills,1
allium,GROW,abundance,1
thermopsis,GROW,fruit,1
artemisia,GROW,common,1
cynoglossum,GROW,common,1
cicer,GROW,common,1
dracocephalum,GROW,common,1
nepeta,GREW,among loose shingle,1
saussurea,FOUND,in tibet,1
shayuk,LAY,across the shayuk,1
the river,RUNNING,in several channels,1
a small stream,RAN,from one side to the other,1
the road,TURNED,to the right,1
this plain,"WAS PARTLY GRASSY, BUT MOSTLY COMPOSED OF",hard dry clay,1
the mountains,PRODUCED,a hard quartzy gravel,1
those to the south,CONTRIBUTED,a dark-coloured gravel of sharp slaty fragments,1
springs,APPEARED,ground,1
myricaria elegans,WERE,shrubs,1
artemisia,WERE,tufts,1
eurotia,WERE,tufts,1
primula,WAS,species,1
pedicularis,WAS,white,1
triglochin,WERE,species,1
carices,WERE,grasses,1
shayuk,JOINS,valley,1
sassar,IS,pass,1
murgai valley,ASCENDED,stream,1
platform,LAY,base of mountains,1
limestone,DERIVED FROM,mountains above,1
calcareous spring,DEPOSITED,tufa,1
road,DESCENDED,stream,1
steep stony slopes,ASCENDED,left bank of stream,1
one of these,ASCENDED,steeply on the north side,1
the other,WAS,in the bed of the stream,1
i,TOOK,the lower road,1
the ravine,OPENED OUT INTO,a gravelly plain,1
i,CONTINUED,for nearly five miles,1
one place only,CONTRACTED AGAIN FOR A FEW HUNDRED YARDS INTO,a gorge,1
i,OBSERVED,a very small patch of grassy ground,1
about a mile further on,ENCAMPED,on the south side of the plain,1
the road,VARIED MUCH IN COLOUR,but was generally very dark and highly crystalline,1
the principal mass of snow,WAS NEARLY DUE SOUTH OF MY ENCAMPMENT,probably owing to the northerly exposure of the mountains on that side,1
eurotia,WAS,a saussurea with very viscid leaves,1
oxytropis chiliophylla,AND,biebersteinia odora being almost the only plants on the stony slopes and shingle,1
the gravelly plain,HAD NO VEGETATION AT ALL,but on its margins a few scattered plants were occasionally to be found,1
the most remarkable plant,OBSERVED DURING THE DAY WAS,"a species of alsine in dense hemispherical tufts, a foot or more in diameter",1
my road,LAY ENTIRELY ALONG THE GRAVELLY PLAIN,in a direction always considerably to the west of north,1
plain,NARROWED,ravine,1
mountains,WERE,lofty,1
glacier,WAS,seen,1
valley,ROSE,700 feet,1
stream,INCREASED,afternoon,1
vegetation,WAS,scanty,1
stipa,CONSTITUTED,food for cattle,1
astragalus,SPREAD,gravel,1
myricaria,FOUND,patches a yard in diameter,1
limestone,GAVE PLACE TO,rock of different appearance,1
stratification,WAS NOWHERE DISCOVERABLE,none,1
road,TURNED,right,1
ravine,ASCENDED RAPIDLY,up,1
ravine,WIDENED,"narrow, gravelly, moderately steep valley",1
supern snowy mountains,CAME_IN_SIGHT,south-west,1
ascent,REACHED_TOP,"open, gravelly, somewhat undulating plain",1
plain,LAY_BEHIND,grand snowy range,1
snow,LAY_ON_MOUNTAIN_SIDES,three and four thousand feet below their tops,1
peak,ESTIMATED_HEIGHT,"6000 or 7000 feet higher than the ground on which i stood, or at least 24,000 feet above the level of the sea",1
stream,LAY_IN_DEEP_RAVINE,far below the level of the plain,1
plain,EXTENDED,six or seven miles,1
range of mountains,LAY_BETWEEN,khoten and the great mass of snow,1
road,DENIED_EXISTENCE,in that direction,1
i,ASCENDED,a steep bank,1
i,PROCEEDED,in a northerly direction,1
shayuk,JOINED,a small stream,1
i,DESCENDED,into the ravine,1
i,ASCERTAINED,"an elevation of 17,000 feet",1
the river,HAD,a boiling-point,1
my encamping-ground,HAD,"an elevation of 17,200 feet",1
the bed of the river,HAD,"an elevation of 16,800 feet",1
karakoram pass,LIMITED,my journey to the northward,1
the range of hills,HAD,a height of 3000 feet,1
i,CROSSED,a large tributary,1
the valley,CAME,from a little west of north-west,1
the rocky point,HAD,three very small huts,1
i,ASCENDED,this valley for about six miles,1
alluvium,FORMED,broad and gently sloping banks,1
karakoram pass,LOCATION,ridge,1
pass,HEIGHT,"18,200 feet",1
air,TEMPERATURE,50°,1
valley,CURVATURE,left,1
hills,HEIGHT,1000 feet,1
pass,CONDITION,without snow,1
ridge,SNOW COVERAGE,large patches,1
mountains,COVERAGE,snow,1
top of the pass,VEGETATION,entirely wanting,1
pass,ROCK TYPE,limestone,1
plain,ROCK FRAGMENTS,scattered,1
crest of the pass,ROCK TYPE,limestone,1
ridge,ROCK TYPE,black clay-slate,1
stream,ENCAMPMENT,skirted,1
valley,ROCK TYPES,"hard slate, dark blue slate",1
pass,PLANT SPECIES,seventeen,1
plants,TYPE,"grass, saussureæ, cruciferae, aster, nepeta, gymnandra, sedum, lychnis, potentilla, phaca",1
i,ARRIVED,at my tent,1
murgai river,LOCATED,nearby,1
the weather,WAS,serene and beautiful,1
i,FOUND,that the stream had changed,1
the gravelly valley,GAVE WAY UNDER,one's feet,1
i,FELT,three slight shocks of an earthquake,1
the karakoram pass,OCCUPIES,a deep concavity in the great chain of the kouenlun,1
the main range,WAS,distinctly visible,1
the heavily-snowed mountains,WERE,seen further east,1
i,HAD,the splendid snowy peaks to the south-west always in view,1
the range,WAS,very heavily snowed,1
the surface of the plain,SLOPED,up to the westward,1
i,THINK,"that the limit of the perpetual snow on the mountains behind was between 17,500 and 18,000 feet",1
the snow-line,WAS,certainly much higher to the northward and eastward,1
plain,APPEARED_TO_ME,ridge,1
plain,COMPOSED_OF,loosely cohering matters,1
plain,ORIGINATED_FROM,lacustrine origin,1
sassar,LOCATED_NEAR,shayuk valley,1
glaciers,DESCENDED_INTO,valley of shayuk,1
path,LAY_ALONG,high platform,1
river,FLOWED_OUT_OF,shayuk valley,1
glacier,ENTERED_THE_BED_OF,shayuk river,1
opposite side of river,HAD_PRECIPITOUS_MOUNTAINS,a few hundred feet from the water's edge,1
glacier,STOPPED_AT,very few feet up the opposite bank,1
glacier,EXTENDED_IN_THE_CENTRE,unknown,1
clay and boulders,RESISTED_FRICITION_OF,enormous mass of glacier,1
the moraine,HAVE,a steep and perhaps sixty feet high,1
i,DESCENDED,to the surface of the present 440 moraine,1
the glacier,WAS,"extremely irregular, and here and there a little fissured",1
the pathway,WAS,only marked by the footsteps of two men whom i had sent the day before to select a place for crossing,1
i,CROSSED,at about eleven a.m.,1
numerous streams of water,HAD BEGUN TO FLOW,in furrows on the surface of the ice,1
the glacier,CAME INTO SIGHT,at the distance of a mile,1
my exploring party,REPORTED,that they had been unable to find a point at which this glacier could be crossed,1
i,DESCENDED,to its extremity in order to see whether or not i could walk round it,1
the valley,SPREAD OUT,in a fan-shaped manner to the width of at least a mile,1
a considerable stream,WAS RUSHING OUT,"from beneath an arched vault of ice, even before sunrise",1
i,CROSSED,with a good deal of difficulty an angle of the end of the glacier,1
further progress on the ice,WAS STOPPED,by cliffs which were not accessible without ladders,1
i,WALKED ALONG,"between the ice and the river, till my advance was stopped by the glacier fairly projecting into the water",1
the terminal cliff of the glacier,VARIED IN HEIGHT,from fifteen to thirty feet,1
glacier,TO HAVE,water,1
stones,TO FALL,ground,1
boulder,TO FALL,ground,1
mr. vigne,TO LAY DOWN,lake,1
mountains,TO BE,steep and stony,1
snow,TO COVER,mountain-side,1
river,TO FLOW THROUGH,mountains,1
glacier,TO STOP,river,1
shayuk,TO HAVE,terrific inundation,1
road,TO BE,impracticable,1
crops,TO RIPEN,nubra,1
pass,TO CHANGE,state,1
lake,TO BE,frozen over,1
snow,TO MELT AWAY,ice,1
cattle,TO GET,top of the pass,1
weather,TO BE,unsettled,1
a coarse knife or rude sickle,USED TO,cut the wheat and barley,1
the grain,TRODDEN OUT OF THE EAR BY,cattle and asses,1
kalatze,LOCATED ON,indus,1
lama-yuru,LOCATED NEAR,road from zanskar to dras,1
wandla river,LOCATED IN THE NARROW RAVINE OF,a few plants indicative of lower and hotter regions,1
phatu pass,STATED TO BE LOCATED AT,"14,000 feet above the sea",1
lama-yuru,LOCATED NEAR,lacustrine clay occurs in great abundance,1
the ascent,WAS GENTLE UP A GRAVELLY VALLEY WHICH WAS FULL OF ALLUVIUM ALMOST TO THE VERY SUMMIT,the summit of phatu pass,1
the indus valley,HAD ENTIRELY DISAPPEARED,chenopodiaceæ,1
the hills to the north of the indus,NONE OF WHICH HAD OCCURRED IN,"two large-flowered thistles, caragana versicolor, and several species of umbelliferæ",1
karbu,LOCATED AT WHICH I ENCAMPED,the descent along the kanji river to karbu was long and gradual down a wide valley skirted by gently sloping hills,1
molbil,CROSSING FROM,namika pass,1
the night,"HAD BEEN VERY THREATENING WITH VIOLENT WIND, AND AT DAYBREAK ALL THE HILLS AROUND WERE COVERED WITH SNOW",previous to marching,1
these sandstones,EXTEND_TO,the indus,1
high and rugged mountains,SKIRT,the valley at a distance of a few miles,1
pashkyum river,JOIN,that of dras,1
road,LIE,through cultivated lands,1
river,DISAPPEAR,in a narrow ravine far to the right,1
pashkyum river,JOIN,a large stream from suru,1
kartse,CROSSED_BY,a good wooden bridge,1
thannadar,OCCUPY,a small fort with a small party of soldiers,1
valley,BECOME,narrow and rocky,1
igneous rocks,REPLACE,stratified rocks of the mountains,1
granite,OCCUR,"everywhere in the valley of dras, below karbu",1
dras river,ENCAMPED_ON,the right bank about a mile above the village of hardas,1
the lacustrine clays,APPEAR,continuous with those of the indus valley,1
pashkyum,MAY HAVE BEEN DEPOSITED IN AN ISOLATED LAKE,because they are separated from them by a very thick mass of alluvium,1
the upper part of the phatu ridge,MUST HAVE SEPARATED THE LAKE IN WHICH THESE WERE DEPOSITED FROM THE MORE WESTERN WATERS,which (it may be conjectured) at the same time covered the whole of the valley of molbil and pashkyum,1
zoji la,HAVE,a different aspect,1
maten,LAY,up a wide open valley,1
the valley,BE,flat and often swampy,1
the mountains,BE,"high and abrupt, not unfrequently precipitous",1
one ravine,HAVE,a fine glacier,1
the vegetation,BE,kashmirian,1
the hill-sides,BE,covered with brushwood,1
five or six miles from maten,FIND,the main branch of the stream,1
the valley,HAVE,scarcely any water in the bed of the stream,1
a large patch of dirty snow,BE,beyond which there was a very evident slope to the southward,1
a large pond,BE,into which a very small rill of water was trickling from the north,1
the top of this steep ascent,CONSIDER,as the pass,1
baltal,PRESENTING,striking contrast,1
sind river,BED,more than 2000 feet below,1
himalaya,SEEN,beautiful scene,1
pass,DESCENDED FROM,summit,1
sind valley,FLORA,rich,1
forest,CONSIST,"chiefly of pine, poplar, birch, and sycamore",1
underwood,INTERMIXED WITH,"ribes, berberis, viburnum, lonicera, and salix",1
herbaceous vegetation,HAD,excessive luxuriance,1
compositæ,PREVAILING FORMS,gigantic,1
willows,BEGINNING TO EXPAND,buds,1
plants of early spring,IN FULL FLOWER,"cherry, rhubarb, thalictrum, anemone, fragaria",1
ravine,DESCENDING ALMOST TO 9000 FEET,glacier,1
nepeta,REMAINING HERBACEOUS PLANTS,"species of nepeta, eryngium, daucus, centaurea, carpesium, and several artemisiæ",1
nelumbium,HAS LEAVES,groves,1
salvinia,FLOATS,in great abundance,1
bidens,IS A SPECIES OF,aquatic plants,1
stachys,IS A SPECIES OF,aquatic plants,1
mentha,IS A SPECIES OF,aquatic plants,1
scutellaria,IS A SPECIES OF,aquatic plants,1
hippuris,IS A SPECIES OF,aquatic plants,1
typha,IS A SPECIES OF,aquatic plants,1
rice,CONSTITUTES STAPLE CROP,valley,1
millet,IS CULTIVATED,autumn,1
maize,IS CULTIVATED,autumn,1
phaseolus,IS A COMMON SPECIES OF,beans,1
sesamum,IS CULTIVATED,fields,1
cotton,IS BEING PICKED BY HAND,drier spots,1
pampur,HAS SAFFRON,in flower,1
avantipura,HAS SAFFRON,in flower,1
saffron,IS ALLOWED TO REMAIN IN THE GROUND,throughout the year,1
kashmir,EXTRACTS STIGMAS FROM SAFFRON FLOWERS,town of kashmir,1
hemp,GROWS SPONTANEOUSLY ALONG RIVERBANKS,thickets,1
tibet,IS LOCATED TO THE NORTH OF,lofty snowy mountains,1
tibet,APPEAR,uniformity of climate and productions,1
tibet,RETAIN,name for the whole country,1
baron humboldt,POINT OUT,division of tibet into two grand divisions,1
sanpu,JOIN,brahmaputra,1
indus,DRAIN,tibet and its tributaries,1
himalaya,FORM,chain of mountains along the southern border of tibet,1
trans-sutlej himalaya,INTERPOSE,mountain tract between river indus and plains of north-west india,1
chenab or chandrabhaga river,SOURCE,range of mountains,1
lake chumoreri,IS LOCATED IN,range of hills,1
little salt lake (thogji),HAS OUTLET,north end,1
waters of the lake,FLOW INTO,tributary of the zanskar river,1
lake chumoreri,IS SEPARATED FROM,valley of the parang river,1
the mountain chain,SEPARATES,basins of the lakes,1
loftiest part of the chain,SKIRTS,north and east sides of chumoreri,1
the mountain chain,CONTINUES IN A SOUTH-EAST DIRECTION,separating valley of the sutlej from that of the indus,1
captain herbert's report,CONTAINS,exceedingly accurate general views of the mountains,1
he,BE_UNACQUAINTED_WITH,details_of_the_mountains,1
captain herbert,CALL,indo-gangetic chain,1
captain herbert,GIVE_INAPPROPRIATE_NAME,indo-gangetic chain,1
kailas,SEPARATE_WATERS_OF_THE_SUTLEJ_FROM_THOSE_OF_THE_INDUS,trans-sutlej himalaya,1
the two great chains,BE_REFERRED_TO_AS,the whole of the mountains between the indus and the plains,1
the chain north of the sutlej,BE_LESS_COVERED_WITH_SNOW_THAN,the other chain,1
moisture-bringing winds,BE_DERIVED_FROM,the indian side,1
the latter chain,CEASE_TO_BE_COVERED_WITH_PERPETUAL_SNOW,none,1
the northern chain,PRODUCE_A_SIMILAR_EFFECT_UPON_THE_CLIMATE,the ranges to the north of them,1
humboldt,GIVE_NAME,kouenlun,1
tibet,BE_SEPARATED_FROM,yarkand and khoten,1
the main chain,CANNOT_BE_SEEN_FROM,the valley of the shayuk,1
kouenlun,HAVE_PASSES_ACROSS,"none (mentioned four places, but no object)",1
the road over this pass to yarkand,BE FREQUENTED BY,merchants,1
the pass,HAVE BEEN DISUSED DUE TO,danger of plunder,1
the snow,BE REACHED AFTER,ten days' journey from iskardo,1
mr. vigne's attempts,BE FRUSTRATED DUE TO,lateness of the season and an enormous glacier,1
i,NOT MEET WITH ANYONE WHO HAD CROSSED,the pass,1
nubra inhabitants,BE UNAWARE OF ANY ROAD FROM THE UPPER PART OF THEIR VALLEY TO,khapalu or yarkand,1
the third pass,BE AN EXTREMELY EASY ONE,though very elevated,1
ruduk and khoten road,HAVE A PASS TO THE EAST OF WHICH IS MENTIONED BY,moorcroft,1
kouenlun,RUN PARALLEL TO THE INDUS TO THE WESTWARD OF,the karakoram pass,1
kouenlun,HAVE ITS COURSE LAID DOWN AS RUNNING NEARLY FROM WEST TO EAST BY,humboldt's map,1
the pangong lake,BE SITUATED IN A TRACT OF COUNTRY SURROUNDED BY,unknown extent and isolated lake-basins,1
tibet,LIE,on both sides of the river indus,1
western tibet,BE BOUNDED BY,the kouenlun chain of mountains,1
western tibet,BE SEPARATED FROM,the basin of yarkand,1
western tibet,HAVE ITS BOUNDARY FORMED BY,the ridge which separates the waters of the indus from those of the sanpu,1
tibet,COMMENCE ONLY AT,where the aridity of the climate is too great to support forests of trees,1
west tibet,INCLUDE,"the whole of the valley of the indus and its tributaries, down to about 6000 feet above the level of the sea",1
west tibet,INCLUDE,"a considerable portion of the upper course of the sutlej down to between 9000 and 10,000 feet",1
west tibet,INCLUDE,"small portions of the upper course of the chenab, of the ganges (jahnavi), and of the gogra",1
tibet,BE TRAVERSED BY,"ranges of mountains which have their origin either in the kouenlun on the north, or in the trans-sutlej himalaya on the south",1
the elevation of the passes,REPRESENTS,the height of the lowest part of the chain,1
the mountain ranges of tibet,DOES NOT EXCEED,1000 to 2000 feet above the passes,1
many of the passes,ARE SCARCELY AT ALL LOWER THAN,the highest crest of the ridge in which they are situated,1
i,ESTIMATE,"the principal ranges of mountains at 19,000 feet",1
i,ESTIMATE,"the minor ranges at from 17,000 to 18,000 feet",1
this estimate,APPLIES,all parts of the country,1
the height of the ranges,BEING REMARKABLY UNIFORM,throughout the country,1
peaks,OCCUR,at intervals in every one of the principal mountain ranges,1
some peaks,APPEAR TO EXCEED,twenty-one or twenty-two thousand feet,1
the himalaya,ARE MUCH MORE LOFTY THAN,the mountains of the interior of that country,1
many peaks,ARE PROBABLY MUCH MORE LOFTY THAN,468 any of those near the plains of india,1
the chain of the kouenlun,IS BEYOND A DOUBT A MUCH MORE ELEVATED MASS THAN,any part of the western himalaya,1
tibet,IS SURROUNDED ALMOST ENTIRELY BY RANGES OF MOUNTAINS,so elevated that...,1
the climate of tibet,IS IN EVERY PART EXTREMELY ARID BECAUSE,it is surrounded almost entirely by ranges of mountains so elevated that...,1
the indus,LIES ENTIRELY IN A COMPARATIVELY DRY CLIMATE,because no mountain chains are interposed to obstruct the passage of moist air,1
india,LOCATION,tibet,1
western himalaya,LOCATION,mountains,1
mountains,HEIGHT,seven to nine thousand feet,1
ranges of mountains,EFFECT,diminishing the quantity of moisture,1
tibetan interior,CLIMATE_CHANGE,the plains of india,1
vegetable life,DEPENDENCY,average seasons,1
western tibet,CLIMATE,extremely dry,1
cirrhus,CHANGE,uniform hazy stratum,1
clouds,FORMATION,stratus,1
sun,POWER,"tibet, even at great elevations",1
indus valley,ELEVATION,seven and eight thousand feet,1
"11,000 feet",HAVE HEAT,great,1
plains,BE,temperate,1
nights and mornings,BE,cool,1
tops of the lower passes,HAVE TEMPERATURE,very much depressed,1
mornings,BE,intensely frosty,1
elevations,BE,"15,000 and 16,000 feet",1
cloudy sky,ALTERNATE WITH,bright sunshine,1
alpine regions,HAVE WEATHER,extremely cold,1
stratum of cloud,LOWER ITSELF,and envelop the traveller in a frozen mist,1
western tibet,BE SUBJECT TO,extremely violent winds,1
wind,FOLLOW,course of the valleys,1
unsettled weather,HAVE VARIABLE DIRECTION,of the wind,1
clear settled weather,HAVE DIRECTION,of the wind up the valleys,1
passes,HAVE VARYING COURSE OF THE WIND,according to the period of the day,1
tibetan wind,COMMENCE AFTER,the sun has nearly attained the meridian,1
upper sutlej,HAVE SIMILAR WIND,rondu,1
afghanistan,HAVE IDENTICAL SUMMER CLIMATE IN RESPECT OF MOISTURE,tibetan wind,1
tibet,LACKS,thunderstorms,1
woollen clothing,EMIT,sparks,1
himalaya,ATTAINS,perpetual snow,1
western tibet,HAS,glaciers,1
tibetan climate,OBSERVES,thunderstorm,1
air,EVOLVES,electricity,1
andes of tropical america,LACKS,glaciers,1
indian glacier,ACCORD,glaciers in switzerland and temperate zone,1
himalaya,BE RECOGNIZED,glaciers,1
modern investigators,FAMILIARIZE,untravelled world with appearance of glaciers,1
forbes,WORK ON,delightful work on glaciers,1
himalaya,BE REGARDED,tropical range of mountains,1
glacier,ORIGIN FROM,enormous snow-bed,1
snow-slips and accumulations,ADD TO,snow-bed during winter,1
snow-bed,BE CONVERTED,ice during winter,1
glaciers in the himalaya,EXCEED,ten miles in length,1
some glaciers,BE MORE THAN HALF A MILE BROAD,in width,1
glacier,DEPEND ON,inclination of bed,1
fissures,CROSS WITHOUT DIFFICULTY,surface of glacier,1
moraines,FORM,the margins of each glacier,1
glaciers,ADVANCE,till at last the different series,1
moraines,ORIGIN,from the different ramifications of the glacier,1
the ice beneath them,MELT,in a certain mode,1
glaciers,HAVE BEEN,formerly occupied by glaciers at much lower levels than at present,1
tibetan mountains,RECOGNIZE,unmistakeable proofs of all the valleys having been formerly occupied by glaciers,1
western himalaya and tibet,HAVE A HIGHER TEMPERATURE,than it might fairly be expected to be in such a latitude,1
eastern bengal,HAS A LOWER TEMPERATURE,at equal elevations in the mountains,1
wherever,DESCRIBE,glaciers in tibet or the mountains of india,1
i,OBSERVE,moraines to a level very considerably lower than their present termination,1
