Book,Source,RawRelation,Target,Action,Reason
Ladakh,sakyamuni,WAS CONCEIVED OF AS,central one of series of seven buddhas,drop,legacy row without strict relation mapping
Ladakh,buddha,CEASED TO REMAIN A UNIFIED ONE,concept of five buddhas or five aspects of buddhahood,drop,legacy row without strict relation mapping
Ladakh,dhayani buddhas,ARE KNOWN AS,buddhas of meditation,drop,legacy row without strict relation mapping
Ladakh,tibet,ESTABLISHED ITSELF IN,mystical and esoteric religion relying largely on practices and initiations derived from secret texts of tantra,drop,legacy row without strict relation mapping
Ladakh,bon religion,WAS CHARACTERIZED BY,"pantheistic and shamanistic bon religion, highly developed cosmic system, multiplicity of gods and demons",drop,legacy row without strict relation mapping
Ladakh,buddhism in tibet,MADE NO ATTEMPT TO SUPPRESS,ancient cult altogether,drop,legacy row without strict relation mapping
Ladakh,tibetan buddhism,STUDY,absorption,drop,legacy row without strict relation mapping
Ladakh,buddhist laity,CONTENTMENT,uncomprehending observance,drop,legacy row without strict relation mapping
Ladakh,ladakhi character,DERIVATION,tranquillity and balance,drop,legacy row without strict relation mapping
Ladakh,buddhist attitudes,INFLUENCE,ladakhi character,drop,legacy row without strict relation mapping
Ladakh,compassion for all living things,IDEA,lack of value on the self,drop,legacy row without strict relation mapping
Ladakh,khampa,REPUTATION,freebooters,drop,legacy row without strict relation mapping
Ladakh,dalai lama,INCARNATION,"bodhisattva of compassion, avalokiteswara",drop,legacy row without strict relation mapping
Ladakh,lamas,INFLUENCE,ladakhi and tibetan buddhism,drop,legacy row without strict relation mapping
Ladakh,gompas,SUPPORT,agricultural land,drop,legacy row without strict relation mapping
Ladakh,khenpo or abbot,GOVERNANCE,everyday affairs of gompas,drop,legacy row without strict relation mapping
Ladakh,lamas,INFLUENCE,buddhist laity as preachers and teachers,drop,legacy row without strict relation mapping
Ladakh,gompa temples,FIND,much to meditate on,drop,legacy row without strict relation mapping
Ladakh,south-west ladakh,BE OPEN,infiltration and invasion,drop,legacy row without strict relation mapping
Ladakh,ladakh,CONVERT,to islam,drop,legacy row without strict relation mapping
Ladakh,chigtan rulers,EMBRACE,islam,drop,legacy row without strict relation mapping
Ladakh,balti invasion,ACCOMPANIED BY,destruction of buddhist religious artefacts and the looting of gompas,drop,legacy row without strict relation mapping
Ladakh,aghas,EXERCISE SPIRITUAL AUTHORITY,to this day,drop,legacy row without strict relation mapping
Ladakh,kargil town,BEGIN TO CHANGE,for the most part women are relatively secluded,drop,legacy row without strict relation mapping
Ladakh,aghas,GIVE FATWAS AGAINST,"polo, music and dancing",drop,legacy row without strict relation mapping
Ladakh,tourist authorities,CONVINCED,the aghas that kargil may lose out if they insist rigidly on the prohibition of these innocent amusements,drop,legacy row without strict relation mapping
Ladakh,aghas,LOOK ABROAD FOR,their religious education,drop,legacy row without strict relation mapping
Ladakh,monks,SEEK THEIR HIGHER RELIGIOUS QUALIFICATIONS,from the spiritual authorities of tibet,drop,legacy row without strict relation mapping
Ladakh,those from other families,ACQUIRE THE HIGHER RELIGIOUS QUALIFICATION OF MUJTAHID,from one of the great madrasas of iran or iraq,drop,legacy row without strict relation mapping
Ladakh,male members of agha families,ARE ENTITLED TO WEAR,black turbans,drop,legacy row without strict relation mapping
Ladakh,the muslim community of leh area,IS DESCENDED FROM,"immigrants, or from marriages contracted by local women with muslim merchants from kashmir and yarkand settled in leh",drop,legacy row without strict relation mapping
Ladakh,balti community,RETAINS THE CONSCIOUSNESS THAT THEY ARE BALTIS,to this day,drop,legacy row without strict relation mapping
Ladakh,kargil muslims,ARE SHIAS,who follow injunctions of their faith with uncompromising strictness,drop,legacy row without strict relation mapping
Ladakh,chushot baltis,HAVE NOT LOST —  OR HAVE IMBIBED FROM THEIR BUDDHIST NEIGHBOURS — THE CAPACITY TO ENJOY LIFE,to keep polo alive in the leh region,drop,legacy row without strict relation mapping
Ladakh,arghons,LIVE IN A WAY THAT IS NOT SO DIFFERENT FROM THAT OF THEIR BUDDHIST NEIGHBOURS,in all matters not directly governed by their religion,drop,legacy row without strict relation mapping
Ladakh,christian community,NUMBERS NO MORE THAN A FEW SCORE,in leh and a few surrounding villages,drop,legacy row without strict relation mapping
Ladakh,"jesuits azevedo, oliveira and desideri",WERE THE FIRST CHRISTIAN MISSIONARIES TO REACH LADAKH,in the seventeenth and eighteenth centuries,drop,legacy row without strict relation mapping
Ladakh,german missionaries of the moravian church,ESTABLISHED A STATION AT KEYLANG IN LAHUL,and were given permission to open another in leh in 1885,drop,legacy row without strict relation mapping
Ladakh,buddhists,TRANSLATED,the bible,drop,legacy row without strict relation mapping
Ladakh,heinrich august jaschke,STARTED,the translation of the scriptures,drop,legacy row without strict relation mapping
Ladakh,francke,CONTRIBUTED,to laying the foundation of ladakh studies,drop,legacy row without strict relation mapping
Ladakh,joseph gergan,PASSED,the mantle to,drop,legacy row without strict relation mapping
Ladakh,tsetan phuntsog,COMPLETED,the translation of the scriptures,drop,legacy row without strict relation mapping
Ladakh,ladakhi aristocracy,ACCEPTED,christianity,drop,legacy row without strict relation mapping
Ladakh,tsetan phuntsog,CONVERTED,to christianity,drop,legacy row without strict relation mapping
Ladakh,church,HAS,services,drop,legacy row without strict relation mapping
Ladakh,services,ARE,trilingual,drop,legacy row without strict relation mapping
Ladakh,three communities,HAVE,amicable relations,drop,legacy row without strict relation mapping
Ladakh,communal feeling,EXPERIENCED,bitterly in other parts of india,drop,legacy row without strict relation mapping
Ladakh,kashmiri neo-buddhists,TOOK UP THE CAUSE,of the buddhists of ladakh,drop,legacy row without strict relation mapping
Ladakh,kashmir raj bodhi mahasabha,FOUNDED,to give them a voice as a distinct community,drop,legacy row without strict relation mapping
Ladakh,ladakh buddhist association,SPEARHEADED AN AGITATION,in 1989,drop,legacy row without strict relation mapping
Ladakh,state government,HANDLED PERCEIVED GRIEVANCES INSENSITIVELY,which resulted in an agitation,drop,legacy row without strict relation mapping
Ladakh,many observers,LOVE,ladakh,drop,legacy row without strict relation mapping
Ladakh,ladakh,PARADIGM,social and religious harmony,drop,legacy row without strict relation mapping
Ladakh,tolerance of other religions,CHARACTERISTIC,vajrayana buddhism of tibet,drop,legacy row without strict relation mapping
Ladakh,buddhists,WILL NOT TOLERATE,"slaughtering animals, or even fishing, near a gompa",drop,legacy row without strict relation mapping
Ladakh,leh,TRADITION OF INTERMARRIAGE,dating right back to the days of the caravan trade,drop,legacy row without strict relation mapping
Ladakh,arghon community,BASIS OF EXISTENCE,marriages between merchants and local buddhist girls,drop,legacy row without strict relation mapping
Ladakh,muslim girls,FEWER THAN,buddhist girls marry outside their religion,drop,legacy row without strict relation mapping
Ladakh,ladakh,INFILTRATION OF MODERN VALUES,individualism and freedom of choice,drop,legacy row without strict relation mapping
Ladakh,woman,REQUIRED TO ADOPT HER HUSBAND'S RELIGION,rather than vice versa,drop,legacy row without strict relation mapping
Ladakh,communities,"WILL BE REPRESENTED AT ANY BIRTH, MARRIAGE OR FUNERAL CEREMONY",none specified,drop,legacy row without strict relation mapping
Ladakh,callers,CARRY WITH THEM,kataks (white scarves),drop,legacy row without strict relation mapping
Ladakh,kataks,PRESENTATION OF WHICH IS A CUSTOM THROUGHOUT THE REGION OF TIBETAN CULTURE,denoting respectful greeting,drop,legacy row without strict relation mapping
Ladakh,many others,SITUATED NEAR,a village,drop,legacy row without strict relation mapping
Ladakh,they,COMPLEMENT,the pattern of whose houses,drop,legacy row without strict relation mapping
Ladakh,they,RISE,tier upon tier,drop,legacy row without strict relation mapping
Ladakh,they,DOMINATE,the landscape all around,drop,legacy row without strict relation mapping
Ladakh,they,TEND TO BE,a rabbit-warren of rooms,drop,legacy row without strict relation mapping
Ladakh,the rinpoche,HAS,apartments at the top,drop,legacy row without strict relation mapping
Ladakh,the lamas,GO ABOUT THEIR DUTIES,not oblivious of the crowds,drop,legacy row without strict relation mapping
Ladakh,the monks,WEAR,yellow hats,drop,legacy row without strict relation mapping
Ladakh,the ge-lugs-pa order,IS BASED DIRECTLY ON,the teachings of padmasambhava,drop,legacy row without strict relation mapping
Ladakh,tilopa,HAD AS DISCIPLE,naropa,drop,legacy row without strict relation mapping
Ladakh,marpa,WAS TEACHER TO,mila-respa,drop,legacy row without strict relation mapping
Ladakh,tson-ka-pa,STARTED_REFORM_MOVEMENT,ge-lugs-pa,drop,legacy row without strict relation mapping
Ladakh,ka-dam-pa sect,FOUNDED_ON_BASIS_OF,atisa's teachings,drop,legacy row without strict relation mapping
Ladakh,ge-lugs-pa delegation,ARRIVED_IN,ladakh,drop,legacy row without strict relation mapping
Ladakh,first ge-lugs-pa monastery,FOUNDED_AT,spituk,drop,legacy row without strict relation mapping
Ladakh,tikse and likir,TAKEN_OVER_BY,ge-lugs-pa,drop,legacy row without strict relation mapping
Ladakh,oldest gompas,BELONGED_TO,none of these tibetan schools,drop,legacy row without strict relation mapping
Ladakh,alchi and lamayuru,ANTEDATE_THE_ESTABLISHMENT_OF,tibetan schools,drop,legacy row without strict relation mapping
Ladakh,ge-lugs-pa establishment,TOOK_CARE_OF,alchi,drop,legacy row without strict relation mapping
Ladakh,ladakh gompas,MAIN_LINKS_WITH,neighbouring villages,drop,legacy row without strict relation mapping
Ladakh,lamas,PROVIDE,religious services,drop,legacy row without strict relation mapping
Ladakh,village,BENEFIT,particular ceremonies and scriptural readings,drop,legacy row without strict relation mapping
Ladakh,lamas,EXORCIZE,evil spirits,drop,legacy row without strict relation mapping
Ladakh,lamas,PLACATE,angry ones,drop,legacy row without strict relation mapping
Ladakh,lamas,DETERMINE,auspicious time for any undertaking,drop,legacy row without strict relation mapping
Ladakh,village,PROVIDE,material base,drop,legacy row without strict relation mapping
Ladakh,families,FARM,monastic estates,drop,legacy row without strict relation mapping
Ladakh,families,MAKE PERIODIC DONATIONS,general fund or particular ceremonies,drop,legacy row without strict relation mapping
Ladakh,families,PAY FOR PROFESSIONAL SERVICES RENDERED,lamas to their families,drop,legacy row without strict relation mapping
Ladakh,gompas,DISPLAY,remarkable uniformity in wall-paintings,drop,legacy row without strict relation mapping
Ladakh,alchi murals,CONTAIN,fascinating vignettes of secular life,drop,legacy row without strict relation mapping
Ladakh,divinities and bodhisattvas,EXPRESS,philosophy in graphic form,drop,legacy row without strict relation mapping
Ladakh,mandalas,REPLACE,figures of deities and bodhisattvas,drop,legacy row without strict relation mapping
Ladakh,dharmapalas,BE,guardians of the law,drop,legacy row without strict relation mapping
Ladakh,mahakala,BE,divinity specifically associated with time,drop,legacy row without strict relation mapping
Ladakh,gon-khang,DEDICATE,fierce deities,drop,legacy row without strict relation mapping
Ladakh,lords of the four quarters,ARE REPRESENTED BY,"vimdhaka, lord of the south",drop,legacy row without strict relation mapping
Ladakh,"dhritarashtra, who rules the east",IS,white and plays a lute,drop,legacy row without strict relation mapping
Ladakh,lord of the west,IS,"virupaksha, who is red and carries a chorten in his hand",drop,legacy row without strict relation mapping
Ladakh,four kings,SIT IN THEIR,flowery gardens,drop,legacy row without strict relation mapping
Ladakh,yamantaka,SUPPORTS,wheel of life,drop,legacy row without strict relation mapping
Ladakh,green and white taras,ARE REPRESENTED AS,in the gompas,drop,legacy row without strict relation mapping
Ladakh,spituk,HAS,greatest devotion to the taras,drop,legacy row without strict relation mapping
Ladakh,"padmasambhava, atisa, tson-ka-pa",ARE OFTEN REPRESENTED AS,bodhisattvas,drop,legacy row without strict relation mapping
Ladakh,avalokiteswara (chen-re-zig),IS PERSONIFIED AS,compassion,drop,legacy row without strict relation mapping
Ladakh,vajrayana iconography,DESCRIBE,the images,drop,legacy row without strict relation mapping
Ladakh,lamas,CHANT,in a heavy rhythmical chanting,drop,legacy row without strict relation mapping
Ladakh,incense sticks,BE DISTRIBUTED,among the lamas,drop,legacy row without strict relation mapping
Ladakh,materials of worship,BE CEREMONIALLY BROUGHT IN,water and butter,drop,legacy row without strict relation mapping
Ladakh,lamas,BE REFRESHED,with butter-tea,drop,legacy row without strict relation mapping
Ladakh,human being,BE INVOLVED IN WORSHIP,in totality,drop,legacy row without strict relation mapping
Ladakh,ladakh,SURVIVE,the vajrayana in its original setting,drop,legacy row without strict relation mapping
Ladakh,tashi namgyal's fort,BE NO LONGER INHABITED,by a lama from sankar gompa,drop,legacy row without strict relation mapping
Ladakh,maitreya temple,HAVE RECENT PAINTINGS OF FIGURES,including sakyamuni and padmasambhava,drop,legacy row without strict relation mapping
Ladakh,gon-khang,BE MUCH MORE INTERESTING,to the visitor with a powerful torch,drop,legacy row without strict relation mapping
Ladakh,tashi namgyal,PORTRAYED AS,portrait,drop,legacy row without strict relation mapping
Ladakh,tashi namgyal,HAS FEATURES IDENTICAL TO,another tashi namgyal,drop,legacy row without strict relation mapping
Ladakh,persian art,SIMILAR IN STYLE TO,tibetan art,drop,legacy row without strict relation mapping
Ladakh,mughal style,CURRENT AMONG,ladakhi nobility,drop,legacy row without strict relation mapping
Ladakh,leh,HAS A PANORAMIC VIEW OF,the zanskar range and stok kangri,drop,legacy row without strict relation mapping
Ladakh,dard castle,REMAINS OF ANCIENT FORTIFICATIONS,tashi's fort,drop,legacy row without strict relation mapping
Ladakh,sankar gompa,RESIDENCE OF,"spituk's head lama, the venerable kushok bakula",drop,legacy row without strict relation mapping
Ladakh,spituk gompa,FOUNDED ON SITE OF,eleventh-century monastery,drop,legacy row without strict relation mapping
Ladakh,spituk gompa,FIRST GE-LUGS-PA ESTABLISHMENT IN,ladakh,drop,legacy row without strict relation mapping
Ladakh,du-khang,FOLLOWS PATTERN OF ALL SUCH BUILDINGS WITHOUT ANY FEATURES OF PARTICULAR INTEREST,main gompa buildings,drop,legacy row without strict relation mapping
Ladakh,gon-khang,CONTAINS IMPRESSIVE IMAGES OF,usual fierce guardian divinities,drop,legacy row without strict relation mapping
Ladakh,tson-ka-pa,PORTRAIT_OF,rock-engravings,drop,legacy row without strict relation mapping
Ladakh,phiyang phiyang gompa,CROWN_A_SMALL_HILL,a small hill dominating the village of the same name,drop,legacy row without strict relation mapping
Ladakh,phiyang phiyang gompa,SITUATED_IN,a valley just off the main road down the indus,drop,legacy row without strict relation mapping
Ladakh,king tashi namgyal,FOUNDED,one of the two dri-gung-pa monasteries in ladakh,drop,legacy row without strict relation mapping
Ladakh,phiyang phiyang gompa,ERECTED,a large prayer-flag-pole,drop,legacy row without strict relation mapping
Ladakh,gompa visitor,STRIKE_AN_IMPRESSION_OF,neatness and cleanness about phiyang,drop,legacy row without strict relation mapping
Ladakh,most gompas,HAVE,torch,drop,legacy row without strict relation mapping
Ladakh,phiyang phiyang gompa,UPKEEP,"the paintings, as soon as they show signs of becoming shabby, are replaced",drop,legacy row without strict relation mapping
Ladakh,kashmiri buddhist bronzes,CANNOT_BE_LATER_THAN,14th century or so,drop,legacy row without strict relation mapping
Ladakh,phiyang phiyang gompa,HAVE,a collection of kashmiri buddhist bronzes and a few pieces of old arms and armour,drop,legacy row without strict relation mapping
Ladakh,the main shrine's walls,HAVE_PAINTINGS_ON_THE_UPPER_PART_OF,better view,drop,legacy row without strict relation mapping
Ladakh,shey shey,WAS_THE_ANCIENT_CAPITAL_OF,ladakh,drop,legacy row without strict relation mapping
Ladakh,sengge namgyal,BUILT_A_MORE_IMPOSING_PALACE_AT,leh,drop,legacy row without strict relation mapping
Ladakh,shey,LOCATION,ladakh's heartland,drop,legacy row without strict relation mapping
Ladakh,shey,CONTAINMENT,palace complex,drop,legacy row without strict relation mapping
Ladakh,sakyamuni,IMAGE,copper-gilt image,drop,legacy row without strict relation mapping
Ladakh,deldan namgyal,BUILDER,temple,drop,legacy row without strict relation mapping
Ladakh,swiss team,RESTORER,wall-paintings,drop,legacy row without strict relation mapping
Ladakh,shey's other main site,LOCATION,not more than three or four hundred metres from the palace hill,drop,legacy row without strict relation mapping
Ladakh,gyal katun,BUILDER,temple,drop,legacy row without strict relation mapping
Ladakh,sengge namgyal,BUILDER,gigantic sakyamuni image,drop,legacy row without strict relation mapping
Ladakh,chiling,SETTLEMENT,craftsmen,drop,legacy row without strict relation mapping
Ladakh,the five buddhas of meditation,REPRESENTATION,engraving on the rock-face,drop,legacy row without strict relation mapping
Ladakh,tikse,LOCATION,ladakh,drop,legacy row without strict relation mapping
Ladakh,tikse,ESTABLISHMENT_DATE,fifteenth century,drop,legacy row without strict relation mapping
Ladakh,tikse,FOUNDATION_TYPE,ka-dam-pa,drop,legacy row without strict relation mapping
Ladakh,hemis,REPUTATION,outside visitors,drop,legacy row without strict relation mapping
Ladakh,hemis,ATMOSPHERE,peaceful or 'religious,drop,legacy row without strict relation mapping
Ladakh,tikse,TEMPLE_NAME,maitreya,drop,legacy row without strict relation mapping
Ladakh,tikse,IMAGE_TYPE,chon-kor,drop,legacy row without strict relation mapping
Ladakh,tikse,PAINTER,monks from the monastery of lingshed,drop,legacy row without strict relation mapping
Ladakh,tikse,DECORATIVE_WORK,local artists,drop,legacy row without strict relation mapping
Ladakh,du-khang,LOCATION,courtyard,drop,legacy row without strict relation mapping
Ladakh,du-khang,PAINTINGS,terrifying deities,drop,legacy row without strict relation mapping
Ladakh,tourists,VISIT,monasteries,drop,legacy row without strict relation mapping
Ladakh,phiyang,HOST,festival,drop,legacy row without strict relation mapping
Ladakh,lamayuru,HOST,festival,drop,legacy row without strict relation mapping
Ladakh,thak-thak,HOST,festival,drop,legacy row without strict relation mapping
Ladakh,karsha,HOST,festival,drop,legacy row without strict relation mapping
Ladakh,hemis festival,DEDICATE,padmasambhava,drop,legacy row without strict relation mapping
Ladakh,lamas,PERFORM,dance-dramas,drop,legacy row without strict relation mapping
Ladakh,visitor,OBSERVE,scenes,drop,legacy row without strict relation mapping
Ladakh,shawm,PLAY,melody,drop,legacy row without strict relation mapping
Ladakh,eleven-foot horns,MOAN,sound,drop,legacy row without strict relation mapping
Ladakh,drums,BOOM,sound,drop,legacy row without strict relation mapping
Ladakh,cymbals,CLASH,sound,drop,legacy row without strict relation mapping
Ladakh,doll,RITUALLY DISMEMBER,tsampa,drop,legacy row without strict relation mapping
Ladakh,demons,SCATTER,fragments,drop,legacy row without strict relation mapping
Ladakh,individual soul,PURIFY,process,drop,legacy row without strict relation mapping
Ladakh,ladakhi spectators,FLOCK,festival,drop,legacy row without strict relation mapping
Ladakh,gompa,FOUND,1630s,drop,legacy row without strict relation mapping
Ladakh,stag-tsang-ras-pa,FOUND,hemis gompa,drop,legacy row without strict relation mapping
Ladakh,sengge namgyal,PATRON,hemis gompa,drop,legacy row without strict relation mapping
Ladakh,namgyal kings and princes,ACCOMMODATE,pavilion,drop,legacy row without strict relation mapping
Ladakh,visitor,SEE,du-khang,drop,legacy row without strict relation mapping
Ladakh,lamas,SPEAK,english,drop,legacy row without strict relation mapping
Ladakh,lama shambhunath,DEDICATED,enormous silver chorten,drop,legacy row without strict relation mapping
Ladakh,old man of long life,POURING,cup of tea,drop,legacy row without strict relation mapping
Ladakh,elephant,SUPPORTING,monkey,drop,legacy row without strict relation mapping
Ladakh,monkey,CARRYING,rabbit,drop,legacy row without strict relation mapping
Ladakh,rabbit,SUPPORTING,bird,drop,legacy row without strict relation mapping
Ladakh,bird,PECKING,fruit from a tree,drop,legacy row without strict relation mapping
Ladakh,chemrey,SITUATED,tributary valley of the indus,drop,legacy row without strict relation mapping
Ladakh,stag-tsang-ras-pa,FOUNDING,monastery,drop,legacy row without strict relation mapping
Ladakh,sengge namgyal,PATRONAGE,monastery,drop,legacy row without strict relation mapping
Ladakh,luciano petech,SHOWING,actual founding of chemrey monastery,drop,legacy row without strict relation mapping
Ladakh,guru rinpoche,HOUSEHOLD,new du-khang,drop,legacy row without strict relation mapping
Ladakh,padmasambhava,STAYING,caves in ladakh,drop,legacy row without strict relation mapping
Ladakh,matho,LOCATED_IN,zanskar range,drop,legacy row without strict relation mapping
Ladakh,tikse,OPPOSITE,matho,drop,legacy row without strict relation mapping
Ladakh,bactrian magpie,FOUND_IN,ladakh,drop,legacy row without strict relation mapping
Ladakh,saskya-pa sect,REPRESENTED_BY,matho gompa,drop,legacy row without strict relation mapping
Ladakh,matho gompa,HOUSES,lamas,drop,legacy row without strict relation mapping
Ladakh,du-khang,CONTAINS,paintings of the lords of the quarters,drop,legacy row without strict relation mapping
Ladakh,chapel on topmost storey,CONTAINS,old thangkas,drop,legacy row without strict relation mapping
Ladakh,matho gompa 'museum,CONTAINS,robes and masks worn by the lamas,drop,legacy row without strict relation mapping
Ladakh,matho gompa,FAMOUS_FOR,annual festival of the oracles,drop,legacy row without strict relation mapping
Ladakh,oracles,PERFORM,dramatic feats,drop,legacy row without strict relation mapping
Ladakh,stok palace museum,HOUSES,family's heirlooms and relics,drop,legacy row without strict relation mapping
Ladakh,avalokiteswara,COME_FROM,bhutan,drop,legacy row without strict relation mapping
Ladakh,bronzes,BELONG_TO,kashmiri_style,drop,legacy row without strict relation mapping
Ladakh,namgyal rulers,EXERCISE,priesdy_functions,drop,legacy row without strict relation mapping
Ladakh,lama's hat,WORN_BY,dance-dramas,drop,legacy row without strict relation mapping
Ladakh,scriptures,FILLED_WITH,lettering_in_pure_gold,drop,legacy row without strict relation mapping
Ladakh,wooden blocks,COVERED_WITH,endless_repetitions_of_om_mani_padme_hum,drop,legacy row without strict relation mapping
Ladakh,sword,TWISTED_BY,tashi_namgyal,drop,legacy row without strict relation mapping
Ladakh,fez-like hat,WORN_BY,rinchen,drop,legacy row without strict relation mapping
Ladakh,tea and changa sets,USED_IN,kings' daily life,drop,legacy row without strict relation mapping
Ladakh,chatelaine,MADE_OF,gold,drop,legacy row without strict relation mapping
Ladakh,gyal khatun's necklace,BELONGED_TO,queen,drop,legacy row without strict relation mapping
Ladakh,royal perak,BELONGED_TO,queen,drop,legacy row without strict relation mapping
Ladakh,turquoise-studded shoulder ornament,BELONGED_TO,jovo kunjo,drop,legacy row without strict relation mapping
Ladakh,ladakh,HAS CAPITAL,basgo,drop,legacy row without strict relation mapping
Ladakh,diogo d'almeida,WROTE ACCOUNT OF,ladakh,drop,legacy row without strict relation mapping
Ladakh,tibetan and mongol armies,ADVANCED TOWARDS,indus valley,drop,legacy row without strict relation mapping
Ladakh,basgo palace,WITHSTOOD SIEGE FOR,three years,drop,legacy row without strict relation mapping
Ladakh,basgo palace,HAS PERENNIAL WATER-SUPPLY,true,drop,legacy row without strict relation mapping
Ladakh,leh and shey,HAVE ROYAL RESIDENCES LIKE,basgo palace,drop,legacy row without strict relation mapping
Ladakh,maitreya,IS WORSHIPPED IN,"shrines at basgo, leh, and shey",drop,legacy row without strict relation mapping
Ladakh,tshe-wang namgyal,BUILT TEMPLE FOR,maitreya,drop,legacy row without strict relation mapping
Ladakh,sixteenth-century murals,SURVIVE ON,temple at basgo,drop,legacy row without strict relation mapping
Ladakh,mahakala,IS DEPICTED ABOVE ENTRANCE OF,main temple door,drop,legacy row without strict relation mapping
Ladakh,vajrapani,USURPS PLACE ABOVE ENTRANCE OF,main temple door,drop,legacy row without strict relation mapping
Ladakh,lords of the quarters,ARE TRANSLATED TO,position beneath bodhisattva,drop,legacy row without strict relation mapping
Ladakh,court scenes,ARE DEPICTED IN,narrow frieze below lords,drop,legacy row without strict relation mapping
Ladakh,tshe-wang namgyal and family,ARE DRESSED IN,kashmiri-mughal style,drop,legacy row without strict relation mapping
Ladakh,atisa,IS REPRESENTED IN,large figure on temple wall,drop,legacy row without strict relation mapping
Ladakh,chorten,IS DEPICTED AS DECORATIVE FRIEZE OF,temple ceiling,drop,legacy row without strict relation mapping
Ladakh,ser-zangs temple,IS DEDICATED TO,buddhist scriptures,drop,legacy row without strict relation mapping
Ladakh,sengge namgyal,DEDICATED TEMPLE AS ACT OF MERIT BY,kangyur and tenjur,drop,legacy row without strict relation mapping
Ladakh,verandah,HAVE,murals,drop,legacy row without strict relation mapping
Ladakh,buddha figures,BE,landscape,drop,legacy row without strict relation mapping
Ladakh,buildings,HAVE,roofs,drop,legacy row without strict relation mapping
Ladakh,river,BE,place for bathing,drop,legacy row without strict relation mapping
Ladakh,musicians,BE,present,drop,legacy row without strict relation mapping
Ladakh,elephants,BE,present,drop,legacy row without strict relation mapping
Ladakh,temple,BE DEDICATED BY,skalzang dolma,drop,legacy row without strict relation mapping
Ladakh,murals,SHOW,sakyamuni,drop,legacy row without strict relation mapping
Ladakh,divinities,BE,yab-yum,drop,legacy row without strict relation mapping
Ladakh,ge-lugs-pa lama,LOOK,uneasy,drop,legacy row without strict relation mapping
Ladakh,likir gompa,SEEM,well-maintained,drop,legacy row without strict relation mapping
Ladakh,ngari rinpoche,BE EMBODIED IN,younger brother of the dalai lama,drop,legacy row without strict relation mapping
Ladakh,scripture,BE KEPT,pigeon-holes,drop,legacy row without strict relation mapping
Ladakh,puja-room,HAVE,beautiful images,drop,legacy row without strict relation mapping
Ladakh,head lama,HAVE,private apartments,drop,legacy row without strict relation mapping
Ladakh,old images,BE,in a bad state of repair,drop,legacy row without strict relation mapping
Ladakh,alchi,FOUNDATION,rin-chen-zang-po,drop,legacy row without strict relation mapping
Ladakh,alchi,FOUNDING,kal-dan shes-rab,drop,legacy row without strict relation mapping
Ladakh,alchi,ESTABLISHMENT,ladakhi kingdom,drop,legacy row without strict relation mapping
Ladakh,rin-chen-zang-po,ROLE,second spreading of buddhism in tibet,drop,legacy row without strict relation mapping
Ladakh,tabo,SURVIVING MONUMENT,second spreading of buddhism in tibet,drop,legacy row without strict relation mapping
Ladakh,likir,MAINTENANCE,alchi,drop,legacy row without strict relation mapping
Ladakh,ge-lugs-pa monastery,RESPONSIBILITY,alchi's maintenance,drop,legacy row without strict relation mapping
Ladakh,likir monks,ATTENDANCE,alchi,drop,legacy row without strict relation mapping
Ladakh,buddhist iconography,RECORD,second spreading of buddhism in tibet,drop,legacy row without strict relation mapping
Ladakh,indian buddhist iconography,INSPIRATION,alchi chos-kor,drop,legacy row without strict relation mapping
Ladakh,lotsawa lha-khang,HAS,image,drop,legacy row without strict relation mapping
Ladakh,lotsawa lha-kangh,HAS,"painting of the great translator, rin-chen-zang-po",drop,legacy row without strict relation mapping
Ladakh,sakyamuni,IS DEPICTED WITH,avalokiteswara,drop,legacy row without strict relation mapping
Ladakh,du-khang,HAS,paintings in a style that survives hardly anywhere else,drop,legacy row without strict relation mapping
Ladakh,sum-tsek,HAS,unique three-storey temple,drop,legacy row without strict relation mapping
Ladakh,alchi,IS HOME TO,treasure-houses of an otherwise vanished art,drop,legacy row without strict relation mapping
Ladakh,cloisters,HAS,paintings of the thousand buddhas,drop,legacy row without strict relation mapping
Ladakh,outer gate,HAS,wheel of life and mahakala,drop,legacy row without strict relation mapping
Ladakh,small shrines,HOLDS,image of eleven-headed avalokiteswara flanked by other bodhisattvas,drop,legacy row without strict relation mapping
Ladakh,small shrines (right),HOLDS,gigantic four-armed maitreya,drop,legacy row without strict relation mapping
Ladakh,du-khang proper,IS DEDICATED TO,five dhayani buddhas,drop,legacy row without strict relation mapping
Ladakh,vairocana,IS ASSOCIATED WITH,centre of things,drop,legacy row without strict relation mapping
Ladakh,alchi paintings,EXECUTE BY,indian craftsmen,drop,legacy row without strict relation mapping
Ladakh,rin-chen-zang-po's inspiration,EXTEND BEYOND,kashmir,drop,legacy row without strict relation mapping
Ladakh,mahakala above the door,FEATURE,heraldic seeming beasts,drop,legacy row without strict relation mapping
Ladakh,du-khang,HAVE EXTRAORDINARY RICHES,none,drop,legacy row without strict relation mapping
Ladakh,sum-tsek,SURPASS,du-khang,drop,legacy row without strict relation mapping
Ladakh,ground-floor chamber,ADMIT,daylight,drop,legacy row without strict relation mapping
Ladakh,bodhisattva images,EXTEND UP THROUGH,second storey,drop,legacy row without strict relation mapping
Ladakh,stucco chorten,OCCUPY CENTER OF,lower chamber,drop,legacy row without strict relation mapping
Ladakh,miniature paintings,EXECUTE,none,drop,legacy row without strict relation mapping
