subject,relation,object,sentence,doc_id
writer,warn,danger,"The Chinese writer Fan Wen warns of the danger of the salt-pans becoming just a stage where locals play a role for tourists, and advocates that they become ""part of history gloriously retired from service"" Ying 2014, p. 38.",block_239
locals,play,role,"The Chinese writer Fan Wen warns of the danger of the salt-pans becoming just a stage where locals play a role for tourists, and advocates that they become ""part of history gloriously retired from service"" Ying 2014, p. 38.",block_239
they,become,part,"The Chinese writer Fan Wen warns of the danger of the salt-pans becoming just a stage where locals play a role for tourists, and advocates that they become ""part of history gloriously retired from service"" Ying 2014, p. 38.",block_239
revue,d’etude,referent,"Revue d’Etudes Tibétaines 96 as a referent of development and modernity, and contributing to the vindication of its national unity through its cultural heritage respec- tively.",block_239
writer,warn,danger,"The Chinese writer Fan Wen warns of the danger of the salt-pans becoming just a stage where locals play a role for tourists, and advocates that they become ""part of history gloriously retired from service"" Ying 2014, p. 38.",block_240
locals,play,role,"The Chinese writer Fan Wen warns of the danger of the salt-pans becoming just a stage where locals play a role for tourists, and advocates that they become ""part of history gloriously retired from service"" Ying 2014, p. 38.",block_240
they,become,part,"The Chinese writer Fan Wen warns of the danger of the salt-pans becoming just a stage where locals play a role for tourists, and advocates that they become ""part of history gloriously retired from service"" Ying 2014, p. 38.",block_240
revue,d’etude,referent,"Revue d’Etudes Tibétaines 96 as a referent of development and modernity, and contributing to the vindication of its national unity through its cultural heritage respec- tively.",block_240
revue,d’etude,referent,"Revue d’Etudes Tibétaines 96 as a referent of development and modernity, and contributing to the vindication of its national unity through its cultural heritage respec- tively.",block_241
revue,d’etude,referent,"Revue d’Etudes Tibétaines 96 as a referent of development and modernity, and contributing to the vindication of its national unity through its cultural heritage respec- tively.",block_242
bulletin,search,2526,"...beads in Arunachal Pradesh, India"" (https://himalaya.socanth.cam.ac.uk/collections/journals/ebhr/p df/EBHR_25&26_02.pdf), in: European Bulletin of Himalayan Re- search 25/26: (2003/2004).",block_246
revue,d’etude,tibétaines,"Revue d’Etudes Tibétaines 98 Gohain, Swargajyoti.",block_253
revue,d’etude,tibétaines,"Revue d’Etudes Tibétaines 98 Gohain, Swargajyoti.",block_254
revue,d’etude,land,Revue d’Etudes Tibétaines 100 land: Artibus Asiae.,block_269
roads,d’etude,saxer,"""New Roads, Old Trades Neighbouring China in Revue d’Etudes Tibétaines 102 Nepal"" (https://www.jstor.org/stable/j.ctt1jd94h1.8), in: Martin Saxer and Juan Zhang (eds.):",block_279
art,make,relations,The Art of Neighbouring: Making Relations Across China's Borders.,block_279
ing,goddesse,sing-,"...and sing- ing to the salt goddesses: An A mdo elder reflects on local cul- ture"", in: Asian Highlands Perspectives, 35.",block_280
elder,reflect,perspectives,"...and sing- ing to the salt goddesses: An A mdo elder reflects on local cul- ture"", in: Asian Highlands Perspectives, 35.",block_280
